image_number, latitude, longitude, altitude
0000000129, 39.397537890570206, -119.75701286736277, 1389.8572320118546
0000000130, 39.39758763111121, -119.75691391667064, 1389.130798643455
0000000131, 39.39763750472733, -119.75681370215766, 1388.4513415684924
0000000132, 39.397685998624276, -119.7567136715267, 1387.7562468089163
0000000133, 39.39773549364559, -119.75661315393612, 1387.0915313800797
0000000134, 39.397784823788314, -119.75651230082464, 1386.4490164387971
0000000135, 39.397840955726416, -119.7564015165591, 1385.7672297023237
0000000136, 39.39789071617649, -119.75630196962773, 1385.1238998686895
0000000137, 39.397940748096026, -119.75620283502737, 1384.4903748128563
0000000138, 39.39799049654958, -119.75610306393654, 1383.9373762952164
0000000139, 39.398039986381505, -119.75600406561747, 1383.321076799184
0000000140, 39.39809001752878, -119.7559047679116, 1382.8261468801647
0000000141, 39.39813989751758, -119.75580452652667, 1382.3115722294897
0000000142, 39.39819191283465, -119.75569924777838, 1381.842232993804
0000000143, 39.398241197841024, -119.75559939694027, 1381.3276979085058
0000000144, 39.398288956441526, -119.75549921077724, 1380.9033615449443
0000000145, 39.398338448081844, -119.7553999202477, 1380.4563971692696
0000000146, 39.39838703451105, -119.75529983856734, 1380.1332228118554
0000000147, 39.39843717682874, -119.75520061894666, 1379.7072718869895
0000000148, 39.398485024873665, -119.75510130561253, 1379.410262069665
0000000149, 39.398533418691464, -119.75500241028881, 1379.052476104349
0000000150, 39.39858133343316, -119.75490209438159, 1378.8476266674697
0000000151, 39.39863032212935, -119.75480321292869, 1378.4866569088772
0000000152, 39.39867829416518, -119.75470433731205, 1378.2767433710396
0000000153, 39.398727513643564, -119.75460548796015, 1377.9525518296286
0000000154, 39.39877955111854, -119.75449808596734, 1377.6541955685243
0000000155, 39.39883219610998, -119.7543904601035, 1377.4429248953238
0000000156, 39.3988839377679, -119.75428281995737, 1377.2156187510118
0000000157, 39.398933208312705, -119.75418465792927, 1376.848114810884
0000000158, 39.39898195302025, -119.75408574888141, 1376.4996134545654
0000000159, 39.39903159870813, -119.75398732381547, 1376.044386651367
0000000160, 39.39908055486838, -119.75388950020039, 1375.5670543331653
0000000161, 39.39912926077991, -119.75379162477472, 1375.053301022388
0000000162, 39.39917972684733, -119.75369262843041, 1374.6761433044448
0000000163, 39.3992289292308, -119.75359447612833, 1374.2095574364066
0000000164, 39.399281456527056, -119.75348642924082, 1373.7320516193286
0000000165, 39.39933481854663, -119.75337886328337, 1373.3634888986126
0000000166, 39.399388735301144, -119.75327149041942, 1372.9152292804793
0000000167, 39.39944184704297, -119.7531648818438, 1372.5722889145836
0000000168, 39.39949496249623, -119.75305792565923, 1372.270028599538
0000000169, 39.39954663440799, -119.75295189948112, 1371.9388047587126
0000000170, 39.39960016772621, -119.75284581636778, 1371.5554851535708
0000000171, 39.399652141002655, -119.75274062210893, 1371.3019608668983
0000000172, 39.399703514746896, -119.7526345391289, 1371.1199444504455
0000000173, 39.39975483709347, -119.75252898023764, 1370.9457933539525
0000000174, 39.39980831295424, -119.75242338444366, 1370.7182414643466
0000000175, 39.399859153263385, -119.75231782500903, 1370.6211455846205
0000000176, 39.39991020278363, -119.75221208438344, 1370.515921793878
0000000177, 39.399960783841536, -119.75210668508943, 1370.3890996901318
0000000178, 39.40001318841203, -119.7520014588771, 1370.166875760071
0000000179, 39.40006512650149, -119.7518962446904, 1370.0618169447407
0000000180, 39.40011602219435, -119.75179124096023, 1369.9425994707271
0000000181, 39.40016657701029, -119.75168696838695, 1369.8510876754299
0000000182, 39.40021868254861, -119.75158264934313, 1369.6365656582639
0000000183, 39.4002697914254, -119.75147690888417, 1369.5644267834723
0000000184, 39.400320610721806, -119.7513710500942, 1369.4860386699438
0000000185, 39.40037215013227, -119.75126542900556, 1369.3732325453311
0000000186, 39.40042410540692, -119.7511598923826, 1369.1472530635074
0000000187, 39.400474509739446, -119.7510537404743, 1369.0412012208253
0000000188, 39.4005242264013, -119.75094841468795, 1368.9166134353727
0000000189, 39.4005755343001, -119.75084324804217, 1368.827488731593
0000000190, 39.40062654961976, -119.75073839987546, 1368.6266121063381
0000000191, 39.40067622688833, -119.75063411282918, 1368.4684669300914
0000000192, 39.40072711993897, -119.75052953555317, 1368.3357912451029
0000000193, 39.40077686666257, -119.75042593543897, 1368.1798719940707
0000000194, 39.400827849736764, -119.75032291295749, 1367.94221273344
0000000195, 39.40087733730507, -119.75021998903556, 1367.7758917026222
0000000196, 39.4009283749902, -119.75011642150288, 1367.6678364388645
0000000197, 39.400977211465374, -119.75001364836177, 1367.4477837923914
0000000198, 39.40102794810842, -119.74991115695286, 1367.2171297790483
0000000199, 39.40107852534019, -119.74980793280874, 1367.0464262478054
0000000200, 39.40112829709043, -119.74970550254821, 1366.8928838325664
0000000201, 39.40117773017421, -119.74960280135409, 1366.800205571577
0000000202, 39.40122724437574, -119.74950090685434, 1366.5971019323915
0000000203, 39.40127609182749, -119.74939853195934, 1366.5157166020945
0000000204, 39.40132943320778, -119.74928734956407, 1366.4205850679427
0000000205, 39.401377549327975, -119.74918592210267, 1366.3888350725174
0000000206, 39.40142572694042, -119.7490848511506, 1366.401129138656
0000000207, 39.401475240634866, -119.74898407163431, 1366.2886069919914
0000000208, 39.4015241145149, -119.74888297087443, 1366.262068733573
0000000209, 39.40157763946644, -119.74877380119159, 1366.1421991856769
0000000210, 39.401631393458814, -119.74866476406953, 1365.984772364609
0000000211, 39.401686098231764, -119.74855527148762, 1365.7903864756227
0000000212, 39.40173755343571, -119.74845053478823, 1365.47385412734
0000000213, 39.40178706820388, -119.74834980059674, 1365.0993427019566
0000000214, 39.401838401703536, -119.7482479778922, 1364.7415617052466
0000000215, 39.40189019966938, -119.74814595209241, 1364.3540604934096
0000000216, 39.40194117327535, -119.74804260554326, 1363.9143668171018
0000000217, 39.40199219206913, -119.74793857020721, 1363.51297076419
0000000218, 39.402043474550524, -119.74783466775075, 1363.1148109138012
0000000219, 39.402095862116326, -119.74772969968053, 1362.6991958739236
0000000220, 39.402147483305846, -119.74762423624777, 1362.338458525017
0000000221, 39.402198178890416, -119.74751847005285, 1361.9298426862806
0000000222, 39.40224975452757, -119.74741278744912, 1361.5546108530834
0000000223, 39.402302706477485, -119.74730759074228, 1361.165254813619
0000000224, 39.40235430386257, -119.74720230414243, 1360.812045787461
0000000225, 39.40240559897388, -119.74709769276747, 1360.498708494939
0000000226, 39.402456695360115, -119.74699326545661, 1360.1627720678225
0000000227, 39.402508478995365, -119.74688978002946, 1359.8428085874766
0000000228, 39.40255847975239, -119.746786484208, 1359.5384916299954
0000000229, 39.40260886089295, -119.7466838866419, 1359.2517175991088
0000000230, 39.40265779571811, -119.74658298332432, 1358.9759759614244
0000000231, 39.40270750613693, -119.7464840504363, 1358.7282191263512
0000000232, 39.40275967450515, -119.74637849326064, 1358.6267779804766
0000000233, 39.40280921505, -119.7462756297468, 1358.9856839077547
0000000234, 39.40285414264996, -119.74617447795006, 1359.3314286451787
0000000235, 39.402899431395866, -119.74606541468296, 1359.3654096201062
0000000236, 39.40294141094507, -119.74595403269691, 1359.1511374777183
0000000237, 39.4029769354758, -119.74583945816816, 1359.100894198753
0000000238, 39.40300784381023, -119.74572256376787, 1358.9829974183813
0000000239, 39.40303368477841, -119.7456036936096, 1358.80325780157
0000000240, 39.40305639283972, -119.74548428986722, 1358.5319363409653
0000000241, 39.40307529651454, -119.74536297796676, 1358.260597884655
0000000242, 39.40309023947236, -119.74524101795107, 1358.0140800490044
0000000243, 39.403099672941885, -119.74511648010723, 1357.692783643026
0000000244, 39.40310744996542, -119.74499249370645, 1357.316671967972
0000000245, 39.403111684273085, -119.74486731853813, 1356.9054647879675
0000000246, 39.40311358501106, -119.74474140926753, 1356.5017965503503
0000000247, 39.40311185195265, -119.74462333863003, 1356.125427863095
0000000248, 39.40310589133736, -119.74450562747082, 1355.7051924730185
0000000249, 39.40309626103746, -119.74438863563621, 1355.2275588591583
0000000250, 39.403084301666226, -119.74427139662818, 1354.7313710111193
0000000251, 39.403069441586325, -119.74415430633066, 1354.2204767335206
0000000252, 39.40305291401458, -119.74403836512805, 1353.780306418892
0000000253, 39.4030336512106, -119.74391501902177, 1353.3701964328066
0000000254, 39.40301525989831, -119.74379327242792, 1353.0935058412142
0000000255, 39.40299710221081, -119.74367142268699, 1352.8776607727632
0000000256, 39.40297929471506, -119.74354895011929, 1352.655657834839
0000000257, 39.40295968418598, -119.74342580199466, 1352.4195371204987
0000000258, 39.402942705178425, -119.74330327910582, 1352.2504049916752
0000000259, 39.402928679265095, -119.74318794269642, 1352.103916097898
0000000260, 39.4029158075626, -119.74307253646585, 1351.756178763695
0000000261, 39.40290463767692, -119.74295369317224, 1351.379238873953
0000000262, 39.40289602526984, -119.74283750711017, 1351.0655164851341
0000000263, 39.402888666509845, -119.7427206131409, 1350.7635401141597
0000000264, 39.402882830393324, -119.74260313959985, 1350.3614167323685
0000000265, 39.40287753942636, -119.74248395096178, 1350.1300522234524
0000000266, 39.402871331444565, -119.74236515268096, 1349.7846655425383
0000000267, 39.40285995661025, -119.74224875134989, 1349.318453118438
0000000268, 39.4028363253988, -119.74213425180557, 1348.8966107321903
0000000269, 39.40279016217942, -119.74203079044696, 1348.1843067044392
0000000270, 39.40273141127603, -119.7419398303154, 1347.6422667661682
0000000271, 39.40267502235889, -119.74184857407256, 1346.9795841891319
0000000272, 39.402627788675794, -119.74174422612569, 1346.430532493163
0000000273, 39.4026024060757, -119.74162779681998, 1345.9827942682896
0000000274, 39.40260687567882, -119.74150791147737, 1345.801890249364
0000000275, 39.402638510942374, -119.74139764119398, 1345.5584361059591
0000000276, 39.40268798034914, -119.7412974644707, 1345.4614063007757
0000000277, 39.4027322687948, -119.74119246728252, 1345.3792207520455
0000000278, 39.40276298463962, -119.74108225903956, 1345.399329339154
0000000279, 39.402782232866656, -119.74096447480395, 1345.5249137002975
0000000280, 39.402795972599044, -119.74084397608128, 1345.6662639155984
0000000281, 39.40280887652936, -119.74072504118203, 1345.9457353772596
0000000282, 39.402820442883225, -119.74060895059095, 1346.3327917833813
0000000283, 39.402831014601084, -119.74049289254948, 1346.7976669208147
0000000284, 39.402843291303355, -119.74037486673944, 1347.2900362433866
0000000285, 39.40285720882821, -119.74025521757632, 1347.735726465471
0000000286, 39.40287247444865, -119.74013434133347, 1348.1945052482188
0000000287, 39.402890452895036, -119.74001936215181, 1348.628870931454
0000000288, 39.40291225205694, -119.73990340980444, 1349.0208020256832
0000000289, 39.40293604369937, -119.73978817106553, 1349.4677988234907
0000000290, 39.40296363680399, -119.7396721549489, 1349.969849344343
0000000291, 39.40299213529782, -119.73955672980063, 1350.6368444776163
0000000292, 39.40302432477961, -119.73944088343275, 1351.2856659488752
0000000293, 39.4030570676487, -119.73933231299034, 1351.7973009543493
0000000294, 39.403091527463225, -119.73922258666377, 1352.338738287799
0000000295, 39.40313234705913, -119.73910753273496, 1352.6582232229412
0000000296, 39.403173799957685, -119.73900019439607, 1352.8820329532027
0000000297, 39.40321775555106, -119.73889422949526, 1353.0760189555585
0000000298, 39.40326508783864, -119.73878891336561, 1353.2801550691947
0000000299, 39.40331474370159, -119.73868416869695, 1353.4411966642365
0000000300, 39.403366377259694, -119.73858048199502, 1353.6779522430152
0000000301, 39.40341899708429, -119.73847654162701, 1353.9016991686076
0000000302, 39.403469915015734, -119.7383792693298, 1354.153366192244
0000000303, 39.40352132157771, -119.73828212191418, 1354.4821710009128
0000000304, 39.40357222760291, -119.73818458431725, 1354.7380208559334
0000000305, 39.40362402665572, -119.73808658775164, 1354.9098653970286
0000000306, 39.40367690811489, -119.73798782167295, 1355.1440916210413
0000000307, 39.40373110779503, -119.73788749188782, 1355.3245357777923
0000000308, 39.40378602110894, -119.73778507997027, 1355.5348789347336
0000000309, 39.40384083198457, -119.73768251360424, 1355.7655858136714
0000000310, 39.40389438154435, -119.73758211288637, 1356.0228589130566
0000000311, 39.40394625208838, -119.73748435175949, 1356.26414815709
0000000312, 39.403997742708995, -119.7373859171976, 1356.557173824869
0000000313, 39.404050023396955, -119.73728729115058, 1356.7900902237743
0000000314, 39.4041030284289, -119.73718888438502, 1357.0739934640005
0000000315, 39.404153331568274, -119.73709226676381, 1357.3520124470815
0000000316, 39.404204742848044, -119.73699656212099, 1357.6064029643312
0000000317, 39.40425778457661, -119.73689646726311, 1357.9256680551916
0000000318, 39.404310921994366, -119.73679624758829, 1358.1850463934243
0000000319, 39.404364189091666, -119.73669646934147, 1358.3473024275154
0000000320, 39.404417460054134, -119.73659581226526, 1358.4604550488293
0000000321, 39.40447224659264, -119.73649388859002, 1358.5602203411981
0000000322, 39.404526166966576, -119.73639278426428, 1358.6920533692464
0000000323, 39.40457946751195, -119.7362913174685, 1358.7971094334498
0000000324, 39.40463331867953, -119.73618955587001, 1358.874573214911
0000000325, 39.40468830871905, -119.73608781759594, 1358.9573069950566
0000000326, 39.404742245461335, -119.73598606462772, 1359.038266136311
0000000327, 39.40479736399201, -119.73588417135008, 1359.181609799154
0000000328, 39.40485321170463, -119.73578186918206, 1359.2984511265531
0000000329, 39.40490972601566, -119.73568155051645, 1359.4098710371181
0000000330, 39.40496747864744, -119.73558213753748, 1359.4457669183612
0000000331, 39.405026545681984, -119.7354846650366, 1359.4862968595698
0000000332, 39.405085576644254, -119.73539009964605, 1359.5370521191508
0000000333, 39.405147393084626, -119.73529674909327, 1359.6189254987985
0000000334, 39.405211701178544, -119.73520516835654, 1359.703298249282
0000000335, 39.40527876667534, -119.73511510859939, 1359.8277147486806
0000000336, 39.405347114677255, -119.73502753458456, 1360.0318631613627
0000000337, 39.40541715256158, -119.7349414004266, 1360.268543404527
0000000338, 39.40548870027446, -119.73485639526068, 1360.5241621015593
0000000339, 39.405562190549745, -119.73477576604117, 1360.8872224846855
0000000340, 39.405637041441196, -119.7346968263708, 1361.1576819969341
0000000341, 39.405713014273914, -119.73462024191852, 1361.3659326629713
0000000342, 39.40579101285496, -119.73454718624005, 1361.58053749986
0000000343, 39.40587106654464, -119.73447723793956, 1361.6948669468984
0000000344, 39.40595295293626, -119.73440836049971, 1361.679583851248
0000000345, 39.40603671874619, -119.73434351312652, 1361.6125641642138
0000000346, 39.406122397077915, -119.7342824769864, 1361.4533899966627
0000000347, 39.40620223751568, -119.73422846582207, 1361.4278577733785
0000000348, 39.40628327520375, -119.73417692971664, 1361.2439774414524
0000000349, 39.40636447984664, -119.73412471205233, 1361.0553112067282
0000000350, 39.40644685095112, -119.73407564253623, 1360.8513332046568
0000000351, 39.40653054341946, -119.73402985402059, 1360.7916172314435
0000000352, 39.40661563206807, -119.73398784051479, 1360.6398148294538
0000000353, 39.40670124727453, -119.73394790601483, 1360.4589540846646
0000000354, 39.40679545982927, -119.7339082565287, 1360.2920785350725
0000000355, 39.406882232584174, -119.73387307292911, 1360.1512960726395
0000000356, 39.406970213051, -119.73384158145178, 1360.0914837522432
0000000357, 39.40705822615183, -119.73381237828484, 1359.9174782522023
0000000358, 39.40714705003085, -119.73378617029825, 1359.716587669216
0000000359, 39.407236963120404, -119.73376359263257, 1359.5682826088741
0000000360, 39.40732690892207, -119.73374272657215, 1359.5173216573894
0000000361, 39.40742544624682, -119.73372236740498, 1359.3846148708835
0000000362, 39.407524049343415, -119.73370518356997, 1359.2648534001783
0000000363, 39.40761501956724, -119.73369276664444, 1359.1447553960606
0000000364, 39.40770637008576, -119.73368068598863, 1358.997030587867
0000000365, 39.407797578749005, -119.73367025276356, 1358.8552700225264
0000000366, 39.40788991580687, -119.73366133069223, 1358.7851172424853
0000000367, 39.40799025606849, -119.73365181572801, 1358.620250120759
0000000368, 39.40808035193456, -119.73364403692891, 1358.4485852457583
0000000369, 39.40817668722646, -119.73363661325092, 1358.3131235130131
0000000370, 39.40826906430795, -119.73362796512158, 1358.194861864671
0000000371, 39.408362627722326, -119.73361963697296, 1358.1591785056517
0000000372, 39.408454330536145, -119.73360755655447, 1358.0528636984527
0000000373, 39.40855047046954, -119.73359525204306, 1357.8470507552847
0000000374, 39.40864792950415, -119.73358636478724, 1357.6164540192112
0000000375, 39.40874234666665, -119.73357757195922, 1357.3770962655544
0000000376, 39.40883713095104, -119.73357018706153, 1357.2393660526723
0000000377, 39.40893195915301, -119.7335620710323, 1357.0660708807409
0000000378, 39.40902618401161, -119.73355276085186, 1356.8762902542949
0000000379, 39.409120663045854, -119.73354352039856, 1356.6505947895348
0000000380, 39.40921696461576, -119.73353394633838, 1356.525767462328
0000000381, 39.40931142138486, -119.73352270037257, 1356.3532997220755
0000000382, 39.40940727868479, -119.73351207951507, 1356.1269339807332
0000000383, 39.40950265510096, -119.73350419344148, 1355.8934935610741
0000000384, 39.40959728233459, -119.73349511467167, 1355.7648855000734
0000000385, 39.4096930780702, -119.73348478639585, 1355.5637533003464
0000000386, 39.40978763227414, -119.73347569355492, 1355.3817156711593
0000000387, 39.40988317770858, -119.73346678197095, 1355.2387673649937
0000000388, 39.40997791673518, -119.73345725956999, 1355.1528358841315
0000000389, 39.41007206322153, -119.73344702643914, 1355.0315133715048
0000000390, 39.4101670852279, -119.73343698234007, 1354.9581735981628
0000000391, 39.410260525670964, -119.73342549737492, 1354.9490425540134
0000000392, 39.410355085447044, -119.73341577479923, 1354.960729249753
0000000393, 39.410451075476686, -119.7334072290256, 1354.9627547590062
0000000394, 39.410543844872386, -119.73339749609043, 1354.9728251667693
0000000395, 39.4106370061422, -119.7333867061006, 1354.9280722793192
0000000396, 39.41073030875527, -119.73337700770463, 1354.9313346007839
0000000397, 39.41082339809657, -119.73336811930913, 1354.8072386309505
0000000398, 39.41091835931133, -119.73335787525795, 1354.5932141765952
0000000399, 39.411012805982125, -119.73334861775902, 1354.3598201693967
0000000400, 39.41110798817292, -119.73333955747827, 1354.1831986913458
0000000401, 39.411204847304425, -119.73332929795333, 1353.899170533754
0000000402, 39.411299770294036, -119.73332160225533, 1353.5846701944247
0000000403, 39.41139553431282, -119.7333150461068, 1353.354921290651
0000000404, 39.41149096367055, -119.73331139771167, 1353.246579039842
0000000405, 39.41158626875997, -119.73330753250293, 1352.9746685456485
0000000406, 39.41168160756656, -119.7333042918011, 1352.7454764898866
0000000407, 39.41177839138263, -119.73330028415154, 1352.5353221381083
0000000408, 39.41187403178098, -119.73329742640175, 1352.3780703963712
0000000409, 39.41196991080333, -119.73329358646718, 1352.1548301810399
0000000410, 39.41206679870965, -119.73329112768016, 1351.9447633903474
0000000411, 39.41216143234228, -119.73328929033104, 1351.6984868831933
0000000412, 39.41225565444967, -119.733288008613, 1351.5477853240445
0000000413, 39.41235099253129, -119.73328608901029, 1351.336772782728
0000000414, 39.41244589939381, -119.73328378746255, 1351.1137565867975
0000000415, 39.41254078517117, -119.7332814708733, 1350.9077464230359
0000000416, 39.41263508853758, -119.73328001913973, 1350.781197829172
0000000417, 39.412729619769614, -119.73327744610977, 1350.602068043314
0000000418, 39.412824964942104, -119.7332736696895, 1350.4411199847236
0000000419, 39.41292007840424, -119.73327062426047, 1350.2513510510325
0000000420, 39.41301525249682, -119.73326826772715, 1350.1289065517485
0000000421, 39.41310943899293, -119.7332657566132, 1349.9376597385854
0000000422, 39.41320292924428, -119.73326459747138, 1349.7319160476327
0000000423, 39.413297315544575, -119.73326228235629, 1349.5564726172015
0000000424, 39.41339132299284, -119.73326071747817, 1349.4691208871081
0000000425, 39.41348440543161, -119.73325929205161, 1349.3103890735656
